"rank","headword","pos","english","sample","range","rawFreq","oral","fiction","nonFiction"
1358,"definitivamente","adv","definitely, finally","¿Visión? ¿Delirio? No; definitivamente no",97,"837","NA","NA","NA"
517,"empresa","nf","firm, company, venture","operaba con una empresa constructora del Reino Unido",100,"3168","NA","NA","NA"
1870,"vestido","adj","dressed","no voy a ponerme desnuda delante de la gente que está vestida",85,"1195","NA","NA","NA"
1618,"testigo","nm","witness","soy testigo directo de tal falsedad",93,"746","NA","NA","NA"
1893,"amante","nc","lover","también podría ser su amante y amarla todos los días",89,"765","NA","NA","NA"
859,"discutir","v","to argue, discuss","parecía discutir con un interlocutor invisible",99,"1457","NA","NA","NA"
840,"existencia","nf","existence, life","él ignoraba la existencia de los otros",98,"2352","NA","NA","NA"
1154,"temor","nm","fear","el temor paralizó sus miembros por un instante",99,"1252","NA","NA","NA"
94,"dejar","v","to let, leave","ella no dejó que yo lo olvidara",100,"18185","NA","NA","NA"
313,"acuerdo","nm","accord; de acuerdo: in agreement","estoy de acuerdo con esa interpretación",100,"5570","high","NA","NA"
905,"mencionar","v","to mention, cite","se deben mencionar algunos detalles más",98,"1711","NA","NA","NA"
1629,"fácilmente","adv","easily","los misterios no pueden explicarse fácilmente",95,"553","NA","NA","NA"
1896,"coger","v","to hold, take, catch","volvió a coger su silla y a sentarse",79,"1817","high","NA","low"
417,"peso","nm","peso (money), weight, load","por lo menos son quince mil pesos por mes",100,"3063","NA","NA","NA"
1434,"cotidiano","adj","daily","era de lo más natural y cotidiano",96,"860","NA","NA","NA"
2402,"copiar","v","to copy","las imágenes se hacían difíciles de copiar o dibujar",87,"359","NA","NA","NA"
1172,"cámara","nf","camera, chamber","la escena fue grabada por la cámara de seguridad del banco",96,"1361","NA","NA","NA"
2434,"danza","nf","dance","algunas máscaras bailan una danza macabra",82,"779","NA","NA","NA"
62,"grande","adj","large, great, big","lo ha mirado a los grandes ojos negros",100,"25963","NA","NA","NA"
2910,"diseñar","v","to design, develop","se han diseñado técnicas que emplean haces de láser",81,"573","NA","low","NA"
594,"ayuda","nf","help, aid","para que las personas afectadas puedan recibir la ayuda que necesitan",100,"2041","NA","NA","NA"
1935,"mérito","nm","worth, merit","tuvo un gran mérito histórico, eso es indiscutible",92,"575","NA","NA","NA"
356,"cara","nf","face, expression","aparece la cara del hombre con sus bigotes de cepillo",98,"5568","NA","NA","NA"
1495,"exceso","nm","excess","comencé a sentirme sumamente enfermo por el exceso de trabajo",97,"724","NA","NA","NA"
745,"voluntad","nf","will, willpower, intention","donde hay una voluntad hay un camino",99,"2220","NA","NA","NA"
2492,"retrato","nm","portrait, photograph","las facetas de la pintura goyesca: el retrato, y el arte religioso",82,"787","NA","NA","NA"
2451,"caza","nf","hunting (game)","de las vigas cuelgan animales de caza: aves y liebres",82,"616","NA","NA","NA"
664,"normal","adj","normal, usual, regular","los altibajos son algo normal de la vida diaria",99,"1972","high","NA","NA"
161,"empezar","v","to begin, start","lentamente su auto empieza a avanzar",100,"9291","NA","NA","NA"
463,"ocasión","nf","opportunity, occasion","no se puede perder esta ocasión porque es la última",100,"3093","NA","NA","NA"
573,"meter","v","to put (into)","lo desnudó, lo metió en la cama",93,"4445","high","NA","low"
1351,"arreglar","v","to fix, arrange","el hombre arregló las cosas por las buenas",91,"1235","high","NA","low"
1448,"grabar","v","to record, engrave","en un sismógrafo para grabar movimientos verticales",96,"894","NA","NA","NA"
560,"seguridad","nf","security, safety","unas dudas sobre la calidad y seguridad de los medicamentos",100,"2239","NA","NA","NA"
1787,"ciudadano","nm","citizen","¿quiénes serán los ciudadanos de la Europa de la próxima generación?",87,"1958","NA","NA","NA"
1115,"institución","nf","institution","han hecho variar de modo considerable la institución del matrimonio",97,"1953","NA","NA","NA"
2014,"liberal","adj","liberal","fue más salvaje que el liberal o comunista",85,"1412","NA","NA","NA"
1887,"temporada","nf","season, period, time","pronto llega la temporada turística",91,"839","NA","NA","NA"
2552,"cansar","v","to tire, annoy","se fue porque se cansó de don Juan, ya no le aguantaba",79,"478","NA","NA","low"
471,"enorme","adj","enormous, vast","hay una enorme cantidad de cuadros muy significativos",100,"3074","NA","NA","NA"
427,"derecho","nm","right, justice, law","los catalanes tienen el derecho a usar los dos idiomas que son suyos",99,"5731","NA","NA","NA"
2378,"injusto","adj","unfair, unjust","nos parece injusto y equivocado",87,"403","NA","NA","NA"
1499,"espalda","nf","back (body)","ofendido, me dio la espalda",91,"1945","NA","NA","NA"
378,"junto","adv","together with, next to","trabajábamos juntos en el Congreso",100,"4182","NA","NA","NA"
568,"iniciar","v","to initiate, start","el curso se inició en enero",99,"3250","NA","NA","NA"
1717,"ideal","adj","ideal","hay dos procesos: uno el proceso ideal y otro el proceso real",94,"616","NA","NA","NA"
1212,"montaña","nf","mountain","el alpinista consideraba el desafío de la montaña severa",95,"1220","NA","NA","NA"
1774,"romano","adj","Roman","la regulación de la lengua latina en el Imperio romano",90,"1486","NA","NA","NA"
1975,"lentamente","adv","slowly","avanzó muy lentamente escalera arriba",89,"934","NA","NA","NA"
2569,"estético","adj","esthetic","¿tiene usted un credo estético como director?",84,"561","NA","NA","NA"
2215,"infinito","adj","infinite","que nuestro Santo Padre, cuya bondad es infinita, os conceda la fe",84,"704","NA","NA","NA"
485,"carrera","nf","career, course, race","su carrera como «jazzman» profesional empezó en Cannes",99,"3038","NA","NA","NA"
1880,"local","nm","place, quarters","yo edifiqué un local especial para ese colegio",92,"662","NA","NA","NA"
774,"civil","adj","civil","hay que respetar el código civil",98,"2305","NA","NA","NA"
81,"parecer","v","to seem, look like","parecía dormir, tan inmóvil estaba",100,"19964","NA","NA","NA"
314,"difícil","adj","difficult, hard","es duro, difícil tomar una decisión como ésta",100,"4285","high","NA","NA"
209,"verdad","nf","truth","¡diga la verdad! ¡Todo le acusa!",99,"8795","high","NA","NA"
1140,"falso","adj","false","hay preguntas de verdadero o falso",98,"1140","NA","NA","NA"
2372,"específico","adj","specific","aquél era el remedio específico para el vicio de comer tierra",84,"1258","high","low","NA"
2078,"código","nm","code","cada célula contiene un código genético íntegro",91,"605","NA","NA","NA"
1945,"invertir","v","to invest","¿en qué debo invertir el dinero?",93,"598","NA","NA","NA"
2106,"garantía","nf","guarantee, warranty","hay que hacerlo con absoluta garantía de los derechos fundamentales",90,"724","NA","NA","NA"
2012,"palo","nm","stick, pole","tres palos de duraluminio de 32,5 metros de longitud",88,"756","NA","NA","NA"
139,"último","adj","last, final","se opuso al viaje hasta el último momento",100,"12186","NA","NA","NA"
1667,"sexo","nm","sex","se puede diagnosticar el sexo del feto antes del parto",90,"1142","NA","NA","NA"
2549,"hondo","adj","deep","hay algo muy hondo que se conmueve con la música",80,"628","NA","NA","NA"
291,"dinero","nm","money","¿hay mucho dinero?, ¿es muy rico?",100,"4145","NA","NA","NA"
1913,"fiel","adj","faithful, loyal","mi papá es muy fiel a mi mamá",92,"738","NA","NA","NA"
98,"menos","adj","less, fewer","no vale más ni menos que la anterior",100,"15527","NA","NA","NA"
1429,"alegría","nf","joy, happiness","S. sentía la alegría de vivir, bajo un cielo sin nubes",91,"1289","NA","NA","NA"
1733,"incapaz","adj","incapable","es haragán, incapaz de moverse por nada",95,"739","NA","NA","NA"
2198,"cuadrado","adj","square","noventa y tres litros por metro cuadrado",88,"500","NA","NA","NA"
2098,"copia","nf","copy","me ha dicho que soy una copia exacta de mi padre",91,"465","NA","NA","NA"
1412,"gato","nm","cat","Esto es ya el juego del gato y el ratón",95,"1104","NA","NA","NA"
1226,"ventaja","nf","advantage, benefit","cada uno tiene su ventaja y su desventaja",98,"1200","NA","NA","NA"
1286,"examen","nm","examination, exam","yo tuve un examen de matemáticas en la Preparatoria",98,"948","NA","NA","NA"
12,"por","prep","by, for, through","así fue por mucho tiempo",100,"190975","NA","NA","NA"
1853,"aparentemente","adv","apparently","pasó una pareja aparentemente feliz",94,"527","NA","NA","NA"
2610,"acento","nm","accent, stress","canta en español pero con acento inglés",82,"423","NA","NA","NA"
2468,"oscuridad","nf","darkness","brillaron en la oscuridad como luces de desafío",83,"1101","low","NA","NA"
1540,"cifra","nf","figure, number, amount","han triplicado la cifra de exportación",93,"1108","high","low","NA"
2316,"abundante","adj","abundant, plentiful","la zona húmeda cuenta con abundante vegetación",87,"627","NA","NA","NA"
1285,"ropa","nf","clothes, clothing","está vestida de ropa deportiva",93,"2025","NA","NA","NA"
2211,"culpable","adj","guilty","culpables o inocentes, hemos sido castigados por un destino ciego",86,"622","NA","NA","NA"
371,"juego","nm","game, play, sport","he escrito algunos libros de juego y diversión",100,"3689","NA","NA","NA"
449,"zona","nf","area, zone","conquistó la zona alemana de Samoa en agosto de 1914",100,"4364","NA","NA","NA"
767,"prestar","v","to lend","creo que te podré prestar unos mil soles",100,"1351","NA","NA","NA"
243,"segundo","adj","second","en la segunda mitad del siglo",100,"6397","NA","NA","NA"
1277,"cultural","adj","cultural","por la supremacía económica, cultural, lingüística sobre los otros",90,"2791","high","low","NA"
337,"bueno","adv","well…","bueno, ¿y ahora qué hacemos?",94,"14521","high","NA","low"
1229,"isla","nf","island","el hogar es como una isla de decencia en el mar de la perdición",94,"1757","NA","NA","NA"
2117,"tesis","nf","thesis, exposition","sobre la tesis de que los bogotanos no se bañan",89,"763","high","NA","NA"
1589,"cola","nf","line, queue, tail","yo era la primera de la larga cola de carros",92,"842","NA","NA","NA"
2111,"ceremonia","nf","ceremony","jamás olvidaría el de su ceremonia de graduación",87,"737","NA","NA","NA"
2440,"ambición","nf","ambition","era capaz de inspirar y alentar una ambición de grandeza",87,"398","NA","NA","NA"
2599,"convocar","v","to convene, summon","convocó a una conferencia en el salón de baile",81,"672","NA","NA","NA"
740,"diverso","adj","different, several, diverse","las cortezas de árboles de diversas especies",98,"2800","NA","NA","NA"
328,"estudiar","v","to study","Adam quiere estudiar teología y ser sacerdote",100,"4668","high","NA","NA"
8,"ser","v","to be (norm)","es nuevo, es bueno",100,"374194","high","NA","NA"
2591,"corredor","nm/f","broker, corridor, runner","el empleo más detestable del orbe: corredor de propiedades",74,"1092","NA","NA","NA"
2236,"creencia","nf","belief","la semana santa estimula la creencia en Jesús",90,"690","NA","NA","NA"
2339,"convicción","nf","conviction","lo malo era que lo decía sin convicción alguna",86,"637","NA","NA","NA"
1346,"fuego","nm","fire, gunfire","me quema el fuego que prendí",94,"1947","NA","NA","NA"
1838,"imaginación","nf","imagination, fantasy","creí que era mi imaginación y no presté mucha atención",92,"962","NA","NA","NA"
1102,"influencia","nf","influence","es evidente que Berta tiene una influencia positiva en mamá",98,"2259","NA","NA","NA"
2415,"ejecución","nf","performance, execution","para eliminar los obstáculos que impidieran la ejecución de este plan",87,"495","NA","NA","NA"
709,"popular","adj","popular","¿se trata de música popular o culta?",100,"2222","NA","NA","NA"
783,"interno","adj","internal","la estructura sufría «un colapso interno»",99,"3042","NA","NA","NA"
2317,"dibujar","v","to draw, sketch","no sé dibujar ni una mesa",87,"527","NA","NA","NA"
2265,"urgente","adj","urgent","dígame, ¿qué era eso tan urgente que tenía que contarme?",88,"424","NA","NA","NA"
2431,"desierto","nm","desert","la arena lo devora todo en el desierto",84,"615","NA","NA","NA"
2341,"uniforme","nm","uniform","vestía el uniforme de Capitán General",87,"618","NA","NA","NA"
929,"medir","v","to measure","la Colonia Güell mide precisamente 44 metros de alto",99,"1326","NA","NA","NA"
1625,"saber","nm","knowledge","el saber de los geógrafos griegos se difundió por Europa",96,"644","NA","NA","NA"
2632,"vigilancia","nf","surveillance, vigilance","su casa quedaría sin vigilancia y era seguro que alguien entraría",84,"351","NA","NA","NA"
1032,"marido","nm","husband","para que encontrase un marido para su hija",92,"2447","NA","NA","NA"
1834,"justo","adj","fair, just","ganar una causa justa que nos beneficia a todos",92,"673","NA","NA","NA"
2087,"adaptar","v","to adapt","y que él adaptó a los tiempos actuales",89,"647","high","low","NA"
2179,"universo","nm","universe","aún el universo entero, con sus miles de galaxias",88,"878","NA","NA","NA"
1204,"hambre","nf (el)","hunger, starvation","a veces cuando tengo hambre, como demasiado",96,"1312","NA","NA","NA"
2315,"comunista","adj","Communist","el partido comunista de la ex Unión Soviética",81,"1391","NA","NA","NA"
1223,"auténtico","adj","authentic","que parece un auténtico dinosaurio en pleno siglo XX",95,"1177","high","NA","NA"
432,"suelo","nm","ground, floor","durmió en el suelo sobre varias mantas",100,"3575","NA","NA","NA"
2538,"inocente","adj","innocent, naïve","sé que parece muy inocente y muy pura",80,"630","NA","NA","NA"
1790,"sabio","adj","wise, learned","las desgracias le hacen a uno sabio e inteligente",95,"759","NA","NA","NA"
2380,"sumamente","adv","extremely, highly","tu esposo es un hombre sumamente ocupado",84,"590","high","NA","NA"
1376,"volar","v","to fly","volaba con piloto automático",93,"1141","NA","NA","NA"
118,"mundo","nm","world","no se parecía a ninguna ciudad del mundo",100,"13168","NA","NA","NA"
2048,"escoger","v","to choose","resignamos a escoger entre ser buenas o ser malas",90,"558","NA","NA","NA"
2163,"abarcar","v","to encompass, comprise","cierto sonido creció hasta abarcar la totalidad de la tarde",90,"620","NA","NA","NA"
